"_time","Rate (Avg) /s"
"2024-05-09T03:17:00.000+00:00","0.26666666666666666"
"2024-05-09T03:17:30.000+00:00","0.13333333333333333"
"2024-05-09T03:18:00.000+00:00","0.26666666666666666"
"2024-05-09T03:18:30.000+00:00","0.16666666666666666"
"2024-05-09T03:19:00.000+00:00","0.3"
"2024-05-09T03:19:30.000+00:00","0.13333333333333333"
"2024-05-09T03:20:00.000+00:00","0.2"
"2024-05-09T03:20:30.000+00:00","0.13333333333333333"
"2024-05-09T03:21:00.000+00:00","0.2"
"2024-05-09T03:21:30.000+00:00",
