"_time","Rate (Avg) /s"
"2024-05-09T08:02:30.000+00:00",82258
"2024-05-09T08:03:00.000+00:00",82358
"2024-05-09T08:03:30.000+00:00",82420
"2024-05-09T08:04:00.000+00:00",82424
"2024-05-09T08:04:30.000+00:00",82428
"2024-05-09T08:05:00.000+00:00",82433
"2024-05-09T08:05:30.000+00:00",82495
"2024-05-09T08:06:00.000+00:00",82596
"2024-05-09T08:06:30.000+00:00",82600
"2024-05-09T08:07:00.000+00:00",82604
"2024-05-09T08:07:30.000+00:00",82610
"2024-05-09T08:08:00.000+00:00",82648
"2024-05-09T08:08:30.000+00:00",82765
"2024-05-09T08:09:00.000+00:00",82777
"2024-05-09T08:09:30.000+00:00",82783
"2024-05-09T08:10:00.000+00:00",82788
"2024-05-09T08:10:30.000+00:00",82792
"2024-05-09T08:11:00.000+00:00",82908
"2024-05-09T08:11:30.000+00:00",82954
"2024-05-09T08:12:00.000+00:00",82959
"2024-05-09T08:12:30.000+00:00",82962
"2024-05-09T08:13:00.000+00:00",82967
"2024-05-09T08:13:30.000+00:00",83035
"2024-05-09T08:14:00.000+00:00",83129
"2024-05-09T08:14:30.000+00:00",83134
"2024-05-09T08:15:00.000+00:00",83137
"2024-05-09T08:15:30.000+00:00",83142
"2024-05-09T08:16:00.000+00:00",83204
"2024-05-09T08:16:30.000+00:00",83441
"2024-05-09T08:17:00.000+00:00",83461
"2024-05-09T08:17:30.000+00:00",83465
"2024-05-09T08:18:00.000+00:00",83471
"2024-05-09T08:18:30.000+00:00",83475
"2024-05-09T08:19:00.000+00:00",83592
"2024-05-09T08:19:30.000+00:00",83637
"2024-05-09T08:20:00.000+00:00",83643
"2024-05-09T08:20:30.000+00:00",83648
"2024-05-09T08:21:00.000+00:00",83653
"2024-05-09T08:21:30.000+00:00",83737
"2024-05-09T08:22:00.000+00:00",83815
"2024-05-09T08:22:30.000+00:00",83820
"2024-05-09T08:23:00.000+00:00",83824
"2024-05-09T08:23:30.000+00:00",83828
"2024-05-09T08:24:00.000+00:00",83882
"2024-05-09T08:24:30.000+00:00",83990
"2024-05-09T08:25:00.000+00:00",83994
"2024-05-09T08:25:30.000+00:00",83999
"2024-05-09T08:26:00.000+00:00",84005
"2024-05-09T08:26:30.000+00:00",84025
"2024-05-09T08:27:00.000+00:00",84149
"2024-05-09T08:27:30.000+00:00",84169
"2024-05-09T08:28:00.000+00:00",84173
"2024-05-09T08:28:30.000+00:00",84179
"2024-05-09T08:29:00.000+00:00",84183
"2024-05-09T08:29:30.000+00:00",84291
"2024-05-09T08:30:00.000+00:00",84344
"2024-05-09T08:30:30.000+00:00",84350
"2024-05-09T08:31:00.000+00:00",84354
"2024-05-09T08:31:30.000+00:00",84358
"2024-05-09T08:32:00.000+00:00",84435
"2024-05-09T08:32:30.000+00:00",84521
"2024-05-09T08:33:00.000+00:00",84525
"2024-05-09T08:33:30.000+00:00",84530
"2024-05-09T08:34:00.000+00:00",84534
"2024-05-09T08:34:30.000+00:00",84572
"2024-05-09T08:35:00.000+00:00",84696
"2024-05-09T08:35:30.000+00:00",84700
"2024-05-09T08:36:00.000+00:00",84704
"2024-05-09T08:36:30.000+00:00",84711
"2024-05-09T08:37:00.000+00:00",84715
"2024-05-09T08:37:30.000+00:00",84839
"2024-05-09T08:38:00.000+00:00",84875
"2024-05-09T08:38:30.000+00:00",84881
"2024-05-09T08:39:00.000+00:00",84887
"2024-05-09T08:39:30.000+00:00",84891
"2024-05-09T08:40:00.000+00:00",84983
"2024-05-09T08:40:30.000+00:00",85051
"2024-05-09T08:41:00.000+00:00",85057
"2024-05-09T08:41:30.000+00:00",85062
"2024-05-09T08:42:00.000+00:00",85066
"2024-05-09T08:42:30.000+00:00",85118
"2024-05-09T08:43:00.000+00:00",85228
"2024-05-09T08:43:30.000+00:00",85233
"2024-05-09T08:44:00.000+00:00",85237
"2024-05-09T08:44:30.000+00:00",85242
"2024-05-09T08:45:00.000+00:00",85272
"2024-05-09T08:45:30.000+00:00",85396
"2024-05-09T08:46:00.000+00:00",85408
"2024-05-09T08:46:30.000+00:00",85413
"2024-05-09T08:47:00.000+00:00",85419
"2024-05-09T08:47:30.000+00:00",85423
"2024-05-09T08:48:00.000+00:00",85539
"2024-05-09T08:48:30.000+00:00",85583
"2024-05-09T08:49:00.000+00:00",85589
"2024-05-09T08:49:30.000+00:00",85593
"2024-05-09T08:50:00.000+00:00",85598
"2024-05-09T08:50:30.000+00:00",85683
"2024-05-09T08:51:00.000+00:00",85761
"2024-05-09T08:51:30.000+00:00",85765
"2024-05-09T08:52:00.000+00:00",85769
"2024-05-09T08:52:30.000+00:00",85774
"2024-05-09T08:53:00.000+00:00",85819
"2024-05-09T08:53:30.000+00:00",85937
"2024-05-09T08:54:00.000+00:00",85941
"2024-05-09T08:54:30.000+00:00",85946
"2024-05-09T08:55:00.000+00:00",85950
"2024-05-09T08:55:30.000+00:00",85964
"2024-05-09T08:56:00.000+00:00",86072
"2024-05-09T08:56:30.000+00:00",86117
"2024-05-09T08:57:00.000+00:00",86120
"2024-05-09T08:57:30.000+00:00",86127
"2024-05-09T08:58:00.000+00:00",86130
"2024-05-09T08:58:30.000+00:00",86230
"2024-05-09T08:59:00.000+00:00",86290
"2024-05-09T08:59:30.000+00:00",86296
"2024-05-09T09:00:00.000+00:00",86300
"2024-05-09T09:00:30.000+00:00",86304
"2024-05-09T09:01:00.000+00:00",86348
"2024-05-09T09:01:30.000+00:00",86467
"2024-05-09T09:02:00.000+00:00",86471
"2024-05-09T09:02:30.000+00:00",86475
"2024-05-09T09:03:00.000+00:00",86479
"2024-05-09T09:03:30.000+00:00",86491
"2024-05-09T09:04:00.000+00:00",86617
"2024-05-09T09:04:30.000+00:00",86645
"2024-05-09T09:05:00.000+00:00",86650
"2024-05-09T09:05:30.000+00:00",86656
"2024-05-09T09:06:00.000+00:00",86662
"2024-05-09T09:06:30.000+00:00",86762
"2024-05-09T09:07:00.000+00:00",86822
"2024-05-09T09:07:30.000+00:00",86826
"2024-05-09T09:08:00.000+00:00",86833
"2024-05-09T09:08:30.000+00:00",86837
"2024-05-09T09:09:00.000+00:00",86905
"2024-05-09T09:09:30.000+00:00",86997
"2024-05-09T09:10:00.000+00:00",87003
"2024-05-09T09:10:30.000+00:00",87008
"2024-05-09T09:11:00.000+00:00",87012
"2024-05-09T09:11:30.000+00:00",87048
"2024-05-09T09:12:00.000+00:00",87175
"2024-05-09T09:12:30.000+00:00",87179
"2024-05-09T09:13:00.000+00:00",87184
"2024-05-09T09:13:30.000+00:00",87188
"2024-05-09T09:14:00.000+00:00",87194
"2024-05-09T09:14:30.000+00:00",87318
"2024-05-09T09:15:00.000+00:00",87354
"2024-05-09T09:15:30.000+00:00",87358
"2024-05-09T09:16:00.000+00:00",87365
"2024-05-09T09:16:30.000+00:00",87369
"2024-05-09T09:17:00.000+00:00",87462
"2024-05-09T09:17:30.000+00:00",87529
"2024-05-09T09:18:00.000+00:00",87533
"2024-05-09T09:18:30.000+00:00",87539
"2024-05-09T09:19:00.000+00:00",87543
"2024-05-09T09:19:30.000+00:00",87604
"2024-05-09T09:20:00.000+00:00",87704
"2024-05-09T09:20:30.000+00:00",87710
"2024-05-09T09:21:00.000+00:00",87714
"2024-05-09T09:21:30.000+00:00",87718
"2024-05-09T09:22:00.000+00:00",87738
"2024-05-09T09:22:30.000+00:00",87865
"2024-05-09T09:23:00.000+00:00",87886
"2024-05-09T09:23:30.000+00:00",87890
"2024-05-09T09:24:00.000+00:00",87894
"2024-05-09T09:24:30.000+00:00",87900
"2024-05-09T09:25:00.000+00:00",88008
"2024-05-09T09:25:30.000+00:00",88061
"2024-05-09T09:26:00.000+00:00",88066
"2024-05-09T09:26:30.000+00:00",88072
"2024-05-09T09:27:00.000+00:00",88076
"2024-05-09T09:27:30.000+00:00",88152
"2024-05-09T09:28:00.000+00:00",88237
"2024-05-09T09:28:30.000+00:00",88243
"2024-05-09T09:29:00.000+00:00",88248
"2024-05-09T09:29:30.000+00:00",88252
"2024-05-09T09:30:00.000+00:00",88328
"2024-05-09T09:30:30.000+00:00",88564
"2024-05-09T09:31:00.000+00:00",88570
"2024-05-09T09:31:30.000+00:00",88574
"2024-05-09T09:32:00.000+00:00",88578
"2024-05-09T09:32:30.000+00:00",88582
"2024-05-09T09:33:00.000+00:00",88796
"2024-05-09T09:33:30.000+00:00",88899
"2024-05-09T09:34:00.000+00:00",88903
"2024-05-09T09:34:30.000+00:00",88907
"2024-05-09T09:35:00.000+00:00",88913
"2024-05-09T09:35:30.000+00:00",88989
"2024-05-09T09:36:00.000+00:00",89076
"2024-05-09T09:36:30.000+00:00",89080
"2024-05-09T09:37:00.000+00:00",89086
"2024-05-09T09:37:30.000+00:00",89090
"2024-05-09T09:38:00.000+00:00",89134
"2024-05-09T09:38:30.000+00:00",89250
"2024-05-09T09:39:00.000+00:00",89257
"2024-05-09T09:39:30.000+00:00",89262
"2024-05-09T09:40:00.000+00:00",89266
"2024-05-09T09:40:30.000+00:00",89270
"2024-05-09T09:41:00.000+00:00",89394
"2024-05-09T09:41:30.000+00:00",89432
"2024-05-09T09:42:00.000+00:00",89437
"2024-05-09T09:42:30.000+00:00",89441
"2024-05-09T09:43:00.000+00:00",89445
"2024-05-09T09:43:30.000+00:00",89539
"2024-05-09T09:44:00.000+00:00",89607
"2024-05-09T09:44:30.000+00:00",89611
"2024-05-09T09:45:00.000+00:00",89615
"2024-05-09T09:45:30.000+00:00",89623
"2024-05-09T09:46:00.000+00:00",89683
"2024-05-09T09:46:30.000+00:00",89783
"2024-05-09T09:47:00.000+00:00",89787
"2024-05-09T09:47:30.000+00:00",89793
"2024-05-09T09:48:00.000+00:00",89797
"2024-05-09T09:48:30.000+00:00",89825
"2024-05-09T09:49:00.000+00:00",89942
"2024-05-09T09:49:30.000+00:00",89964
"2024-05-09T09:50:00.000+00:00",89968
"2024-05-09T09:50:30.000+00:00",89973
"2024-05-09T09:51:00.000+00:00",89977
"2024-05-09T09:51:30.000+00:00",90087
"2024-05-09T09:52:00.000+00:00",90140
"2024-05-09T09:52:30.000+00:00",90144
"2024-05-09T09:53:00.000+00:00",90148
"2024-05-09T09:53:30.000+00:00",90152
"2024-05-09T09:54:00.000+00:00",90230
"2024-05-09T09:54:30.000+00:00",90314
"2024-05-09T09:55:00.000+00:00",90318
"2024-05-09T09:55:30.000+00:00",90323
"2024-05-09T09:56:00.000+00:00",90330
"2024-05-09T09:56:30.000+00:00",90374
"2024-05-09T09:57:00.000+00:00",90490
"2024-05-09T09:57:30.000+00:00",90494
"2024-05-09T09:58:00.000+00:00",90500
"2024-05-09T09:58:30.000+00:00",90505
"2024-05-09T09:59:00.000+00:00",90510
"2024-05-09T09:59:30.000+00:00",90634
"2024-05-09T10:00:00.000+00:00",90672
"2024-05-09T10:00:30.000+00:00",90676
"2024-05-09T10:01:00.000+00:00",90681
"2024-05-09T10:01:30.000+00:00",90685
"2024-05-09T10:02:00.000+00:00",90779
"2024-05-09T10:02:30.000+00:00",90847
"2024-05-09T10:03:00.000+00:00",90851
"2024-05-09T10:03:30.000+00:00",90855
"2024-05-09T10:04:00.000+00:00",90861
"2024-05-09T10:04:30.000+00:00",90923
"2024-05-09T10:05:00.000+00:00",91023
"2024-05-09T10:05:30.000+00:00",91027
"2024-05-09T10:06:00.000+00:00",91033
"2024-05-09T10:06:30.000+00:00",91037
"2024-05-09T10:07:00.000+00:00",91065
"2024-05-09T10:07:30.000+00:00",91182
"2024-05-09T10:08:00.000+00:00",91202
"2024-05-09T10:08:30.000+00:00",91208
"2024-05-09T10:09:00.000+00:00",91212
"2024-05-09T10:09:30.000+00:00",91216
"2024-05-09T10:10:00.000+00:00",91324
"2024-05-09T10:10:30.000+00:00",91379
"2024-05-09T10:11:00.000+00:00",91383
"2024-05-09T10:11:30.000+00:00",91387
"2024-05-09T10:12:00.000+00:00",91392
"2024-05-09T10:12:30.000+00:00",91470
"2024-05-09T10:13:00.000+00:00",91554
"2024-05-09T10:13:30.000+00:00",91559
"2024-05-09T10:14:00.000+00:00",91563
"2024-05-09T10:14:30.000+00:00",91569
"2024-05-09T10:15:00.000+00:00",91613
"2024-05-09T10:15:30.000+00:00",91728
"2024-05-09T10:16:00.000+00:00",91732
"2024-05-09T10:16:30.000+00:00",91738
"2024-05-09T10:17:00.000+00:00",91743
"2024-05-09T10:17:30.000+00:00",91755
"2024-05-09T10:18:00.000+00:00",91871
"2024-05-09T10:18:30.000+00:00",91909
"2024-05-09T10:19:00.000+00:00",91914
"2024-05-09T10:19:30.000+00:00",91918
"2024-05-09T10:20:00.000+00:00",91923
"2024-05-09T10:20:30.000+00:00",92015
"2024-05-09T10:21:00.000+00:00",92085
"2024-05-09T10:21:30.000+00:00",92089
"2024-05-09T10:22:00.000+00:00",92093
"2024-05-09T10:22:30.000+00:00",92097
"2024-05-09T10:23:00.000+00:00",92160
"2024-05-09T10:23:30.000+00:00",92261
"2024-05-09T10:24:00.000+00:00",92266
"2024-05-09T10:24:30.000+00:00",92270
"2024-05-09T10:25:00.000+00:00",92276
"2024-05-09T10:25:30.000+00:00",92304
"2024-05-09T10:26:00.000+00:00",92420
"2024-05-09T10:26:30.000+00:00",92441
"2024-05-09T10:27:00.000+00:00",92447
"2024-05-09T10:27:30.000+00:00",92451
"2024-05-09T10:28:00.000+00:00",92455
"2024-05-09T10:28:30.000+00:00",92563
"2024-05-09T10:29:00.000+00:00",92618
"2024-05-09T10:29:30.000+00:00",92623
"2024-05-09T10:30:00.000+00:00",92627
"2024-05-09T10:30:30.000+00:00",92631
"2024-05-09T10:31:00.000+00:00",92709
"2024-05-09T10:31:30.000+00:00",92793
"2024-05-09T10:32:00.000+00:00",92798
"2024-05-09T10:32:30.000+00:00",92802
"2024-05-09T10:33:00.000+00:00",92807
"2024-05-09T10:33:30.000+00:00",92851
"2024-05-09T10:34:00.000+00:00",92967
"2024-05-09T10:34:30.000+00:00",92971
"2024-05-09T10:35:00.000+00:00",92976
"2024-05-09T10:35:30.000+00:00",92983
"2024-05-09T10:36:00.000+00:00",92995
"2024-05-09T10:36:30.000+00:00",93119
"2024-05-09T10:37:00.000+00:00",93147
"2024-05-09T10:37:30.000+00:00",93153
"2024-05-09T10:38:00.000+00:00",93158
"2024-05-09T10:38:30.000+00:00",93162
"2024-05-09T10:39:00.000+00:00",93262
"2024-05-09T10:39:30.000+00:00",93324
"2024-05-09T10:40:00.000+00:00",93328
"2024-05-09T10:40:30.000+00:00",93333
"2024-05-09T10:41:00.000+00:00",93337
"2024-05-09T10:41:30.000+00:00",93399
"2024-05-09T10:42:00.000+00:00",93499
"2024-05-09T10:42:30.000+00:00",93503
"2024-05-09T10:43:00.000+00:00",93507
"2024-05-09T10:43:30.000+00:00",93513
"2024-05-09T10:44:00.000+00:00",93542
"2024-05-09T10:44:30.000+00:00",93665
"2024-05-09T10:45:00.000+00:00",93677
"2024-05-09T10:45:30.000+00:00",93682
"2024-05-09T10:46:00.000+00:00",93688
"2024-05-09T10:46:30.000+00:00",93692
"2024-05-09T10:47:00.000+00:00",93808
"2024-05-09T10:47:30.000+00:00",93853
"2024-05-09T10:48:00.000+00:00",93859
"2024-05-09T10:48:30.000+00:00",93863
"2024-05-09T10:49:00.000+00:00",93867
"2024-05-09T10:49:30.000+00:00",93951
"2024-05-09T10:50:00.000+00:00",94029
"2024-05-09T10:50:30.000+00:00",94034
"2024-05-09T10:51:00.000+00:00",94038
"2024-05-09T10:51:30.000+00:00",94042
"2024-05-09T10:52:00.000+00:00",94096
"2024-05-09T10:52:30.000+00:00",94204
"2024-05-09T10:53:00.000+00:00",94209
"2024-05-09T10:53:30.000+00:00",94213
"2024-05-09T10:54:00.000+00:00",94220
"2024-05-09T10:54:30.000+00:00",94232
"2024-05-09T10:55:00.000+00:00",94356
"2024-05-09T10:55:30.000+00:00",94384
"2024-05-09T10:56:00.000+00:00",94390
"2024-05-09T10:56:30.000+00:00",94394
"2024-05-09T10:57:00.000+00:00",94398
"2024-05-09T10:57:30.000+00:00",94498
"2024-05-09T10:58:00.000+00:00",94560
"2024-05-09T10:58:30.000+00:00",94566
"2024-05-09T10:59:00.000+00:00",94570
"2024-05-09T10:59:30.000+00:00",94574
"2024-05-09T11:00:00.000+00:00",94626
"2024-05-09T11:00:30.000+00:00",94736
"2024-05-09T11:01:00.000+00:00",94740
"2024-05-09T11:01:30.000+00:00",94744
"2024-05-09T11:02:00.000+00:00",94748
"2024-05-09T11:02:30.000+00:00",94779
"2024-05-09T11:03:00.000+00:00",94888
"2024-05-09T11:03:30.000+00:00",94916
"2024-05-09T11:04:00.000+00:00",94920
"2024-05-09T11:04:30.000+00:00",94927
"2024-05-09T11:05:00.000+00:00",94930
"2024-05-09T11:05:30.000+00:00",95030
"2024-05-09T11:06:00.000+00:00",95091
"2024-05-09T11:06:30.000+00:00",95097
"2024-05-09T11:07:00.000+00:00",95101
"2024-05-09T11:07:30.000+00:00",95106
"2024-05-09T11:08:00.000+00:00",95166
"2024-05-09T11:08:30.000+00:00",95266
"2024-05-09T11:09:00.000+00:00",95274
"2024-05-09T11:09:30.000+00:00",95278
"2024-05-09T11:10:00.000+00:00",95282
"2024-05-09T11:10:30.000+00:00",95286
"2024-05-09T11:11:00.000+00:00",95292
"2024-05-09T11:11:30.000+00:00",95296
"2024-05-09T11:12:00.000+00:00",95301
"2024-05-09T11:12:30.000+00:00",95305
"2024-05-09T11:13:00.000+00:00",95311
"2024-05-09T11:13:30.000+00:00",95315
"2024-05-09T11:14:00.000+00:00",95319
"2024-05-09T11:14:30.000+00:00",95323
"2024-05-09T11:15:00.000+00:00",95329
"2024-05-09T11:15:30.000+00:00",95334
"2024-05-09T11:16:00.000+00:00",95338
"2024-05-09T11:16:30.000+00:00",95342
"2024-05-09T11:17:00.000+00:00",95348
"2024-05-09T11:17:30.000+00:00",95352
"2024-05-09T11:18:00.000+00:00",95357
"2024-05-09T11:18:30.000+00:00",95361
"2024-05-09T11:19:00.000+00:00",95367
"2024-05-09T11:19:30.000+00:00",95371
"2024-05-09T11:20:00.000+00:00",95377
"2024-05-09T11:20:30.000+00:00",95381
"2024-05-09T11:21:00.000+00:00",95385
"2024-05-09T11:21:30.000+00:00",95392
"2024-05-09T11:22:00.000+00:00",95396
"2024-05-09T11:22:30.000+00:00",95400
"2024-05-09T11:23:00.000+00:00",95404
"2024-05-09T11:23:30.000+00:00",95410
"2024-05-09T11:24:00.000+00:00",95415
"2024-05-09T11:24:30.000+00:00",95419
"2024-05-09T11:25:00.000+00:00",95423
"2024-05-09T11:25:30.000+00:00",95429
"2024-05-09T11:26:00.000+00:00",95433
"2024-05-09T11:26:30.000+00:00",95439
"2024-05-09T11:27:00.000+00:00",95443
"2024-05-09T11:27:30.000+00:00",95449
"2024-05-09T11:28:00.000+00:00",95453
"2024-05-09T11:28:30.000+00:00",95457
"2024-05-09T11:29:00.000+00:00",95462
"2024-05-09T11:29:30.000+00:00",95468
"2024-05-09T11:30:00.000+00:00",95472
"2024-05-09T11:30:30.000+00:00",95476
"2024-05-09T11:31:00.000+00:00",95480
"2024-05-09T11:31:30.000+00:00",95486
"2024-05-09T11:32:00.000+00:00",95491
"2024-05-09T11:32:30.000+00:00",95496
"2024-05-09T11:33:00.000+00:00",95500
"2024-05-09T11:33:30.000+00:00",95506
"2024-05-09T11:34:00.000+00:00",95510
"2024-05-09T11:34:30.000+00:00",95514
"2024-05-09T11:35:00.000+00:00",95518
"2024-05-09T11:35:30.000+00:00",95523
"2024-05-09T11:36:00.000+00:00",95529
"2024-05-09T11:36:30.000+00:00",95533
"2024-05-09T11:37:00.000+00:00",95538
"2024-05-09T11:37:30.000+00:00",95542
"2024-05-09T11:38:00.000+00:00",95548
"2024-05-09T11:38:30.000+00:00",95552
"2024-05-09T11:39:00.000+00:00",95557
"2024-05-09T11:39:30.000+00:00",95561
"2024-05-09T11:40:00.000+00:00",95567
"2024-05-09T11:40:30.000+00:00",95571
"2024-05-09T11:41:00.000+00:00",95576
"2024-05-09T11:41:30.000+00:00",95580
"2024-05-09T11:42:00.000+00:00",95587
"2024-05-09T11:42:30.000+00:00",95591
"2024-05-09T11:43:00.000+00:00",95597
"2024-05-09T11:43:30.000+00:00",95601
"2024-05-09T11:44:00.000+00:00",95607
"2024-05-09T11:44:30.000+00:00",95611
"2024-05-09T11:45:00.000+00:00",95616
"2024-05-09T11:45:30.000+00:00",95620
"2024-05-09T11:46:00.000+00:00",95626
"2024-05-09T11:46:30.000+00:00",95630
"2024-05-09T11:47:00.000+00:00",95634
"2024-05-09T11:47:30.000+00:00",95639
"2024-05-09T11:48:00.000+00:00",95643
"2024-05-09T11:48:30.000+00:00",95649
"2024-05-09T11:49:00.000+00:00",95653
"2024-05-09T11:49:30.000+00:00",95657
"2024-05-09T11:50:00.000+00:00",95661
"2024-05-09T11:50:30.000+00:00",95667
"2024-05-09T11:51:00.000+00:00",95672
"2024-05-09T11:51:30.000+00:00",95676
"2024-05-09T11:52:00.000+00:00",95680
"2024-05-09T11:52:30.000+00:00",95686
"2024-05-09T11:53:00.000+00:00",95691
"2024-05-09T11:53:30.000+00:00",95695
"2024-05-09T11:54:00.000+00:00",95699
"2024-05-09T11:54:30.000+00:00",95705
"2024-05-09T11:55:00.000+00:00",95710
"2024-05-09T11:55:30.000+00:00",95714
"2024-05-09T11:56:00.000+00:00",95718
"2024-05-09T11:56:30.000+00:00",95724
"2024-05-09T11:57:00.000+00:00",95728
"2024-05-09T11:57:30.000+00:00",95732
"2024-05-09T11:58:00.000+00:00",95736
"2024-05-09T11:58:30.000+00:00",95742
"2024-05-09T11:59:00.000+00:00",95747
"2024-05-09T11:59:30.000+00:00",95751
"2024-05-09T12:00:00.000+00:00",95756
"2024-05-09T12:00:30.000+00:00",95760
"2024-05-09T12:01:00.000+00:00",95766
"2024-05-09T12:01:30.000+00:00",95771
"2024-05-09T12:02:00.000+00:00",95775
"2024-05-09T12:02:30.000+00:00",95779
"2024-05-09T12:03:00.000+00:00",95785
"2024-05-09T12:03:30.000+00:00",95789
"2024-05-09T12:04:00.000+00:00",95793
"2024-05-09T12:04:30.000+00:00",95797
"2024-05-09T12:05:00.000+00:00",95804
"2024-05-09T12:05:30.000+00:00",95809
"2024-05-09T12:06:00.000+00:00",95813
"2024-05-09T12:06:30.000+00:00",95817
"2024-05-09T12:07:00.000+00:00",95823
"2024-05-09T12:07:30.000+00:00",95827
"2024-05-09T12:08:00.000+00:00",95831
"2024-05-09T12:08:30.000+00:00",95835
"2024-05-09T12:09:00.000+00:00",95842
"2024-05-09T12:09:30.000+00:00",95846
"2024-05-09T12:10:00.000+00:00",95850
"2024-05-09T12:10:30.000+00:00",95855
"2024-05-09T12:11:00.000+00:00",95861
"2024-05-09T12:11:30.000+00:00",95865
"2024-05-09T12:12:00.000+00:00",95870
"2024-05-09T12:12:30.000+00:00",95874
"2024-05-09T12:13:00.000+00:00",95878
"2024-05-09T12:13:30.000+00:00",95884
"2024-05-09T12:14:00.000+00:00",95888
"2024-05-09T12:14:30.000+00:00",95893
"2024-05-09T12:15:00.000+00:00",95897
"2024-05-09T12:15:30.000+00:00",95904
"2024-05-09T12:16:00.000+00:00",95909
"2024-05-09T12:16:30.000+00:00",95913
"2024-05-09T12:17:00.000+00:00",95917
"2024-05-09T12:17:30.000+00:00",95923
"2024-05-09T12:18:00.000+00:00",95927
"2024-05-09T12:18:30.000+00:00",95931
"2024-05-09T12:19:00.000+00:00",95936
"2024-05-09T12:19:30.000+00:00",95942
"2024-05-09T12:20:00.000+00:00",95946
"2024-05-09T12:20:30.000+00:00",95950
"2024-05-09T12:21:00.000+00:00",95954
"2024-05-09T12:21:30.000+00:00",95960
"2024-05-09T12:22:00.000+00:00",95965
"2024-05-09T12:22:30.000+00:00",95969
"2024-05-09T12:23:00.000+00:00",95973
"2024-05-09T12:23:30.000+00:00",95979
"2024-05-09T12:24:00.000+00:00",95983
"2024-05-09T12:24:30.000+00:00",95987
"2024-05-09T12:25:00.000+00:00",95991
"2024-05-09T12:25:30.000+00:00",95996
"2024-05-09T12:26:00.000+00:00",96004
"2024-05-09T12:26:30.000+00:00",96008
"2024-05-09T12:27:00.000+00:00",96012
"2024-05-09T12:27:30.000+00:00",96016
"2024-05-09T12:28:00.000+00:00",96022
"2024-05-09T12:28:30.000+00:00",96027
"2024-05-09T12:29:00.000+00:00",96031
"2024-05-09T12:29:30.000+00:00",96035
"2024-05-09T12:30:00.000+00:00",96041
"2024-05-09T12:30:30.000+00:00",96045
"2024-05-09T12:31:00.000+00:00",96049
"2024-05-09T12:31:30.000+00:00",96053
"2024-05-09T12:32:00.000+00:00",96060
"2024-05-09T12:32:30.000+00:00",96064
"2024-05-09T12:33:00.000+00:00",96068
"2024-05-09T12:33:30.000+00:00",96073
"2024-05-09T12:34:00.000+00:00",96079
"2024-05-09T12:34:30.000+00:00",96083
"2024-05-09T12:35:00.000+00:00",96087
"2024-05-09T12:35:30.000+00:00",96092
"2024-05-09T12:36:00.000+00:00",96098
"2024-05-09T12:36:30.000+00:00",96102
"2024-05-09T12:37:00.000+00:00",96106
"2024-05-09T12:37:30.000+00:00",96110
"2024-05-09T12:38:00.000+00:00",96115
"2024-05-09T12:38:30.000+00:00",96121
"2024-05-09T12:39:00.000+00:00",96126
"2024-05-09T12:39:30.000+00:00",96130
"2024-05-09T12:40:00.000+00:00",96134
"2024-05-09T12:40:30.000+00:00",96140
"2024-05-09T12:41:00.000+00:00",96144
"2024-05-09T12:41:30.000+00:00",96148
"2024-05-09T12:42:00.000+00:00",96152
"2024-05-09T12:42:30.000+00:00",96158
"2024-05-09T12:43:00.000+00:00",96162
"2024-05-09T12:43:30.000+00:00",96168
"2024-05-09T12:44:00.000+00:00",96172
"2024-05-09T12:44:30.000+00:00",96178
"2024-05-09T12:45:00.000+00:00",96182
"2024-05-09T12:45:30.000+00:00",96186
"2024-05-09T12:46:00.000+00:00",96190
"2024-05-09T12:46:30.000+00:00",96197
"2024-05-09T12:47:00.000+00:00",96201
"2024-05-09T12:47:30.000+00:00",96204
"2024-05-09T12:48:00.000+00:00",96209
"2024-05-09T12:48:30.000+00:00",96216
"2024-05-09T12:49:00.000+00:00",96220
"2024-05-09T12:49:30.000+00:00",96225
"2024-05-09T12:50:00.000+00:00",96229
"2024-05-09T12:50:30.000+00:00",96233
"2024-05-09T12:51:00.000+00:00",96240
"2024-05-09T12:51:30.000+00:00",96244
"2024-05-09T12:52:00.000+00:00",96248
"2024-05-09T12:52:30.000+00:00",96252
"2024-05-09T12:53:00.000+00:00",96258
"2024-05-09T12:53:30.000+00:00",96262
"2024-05-09T12:54:00.000+00:00",96267
"2024-05-09T12:54:30.000+00:00",96271
"2024-05-09T12:55:00.000+00:00",96277
"2024-05-09T12:55:30.000+00:00",96281
"2024-05-09T12:56:00.000+00:00",96285
"2024-05-09T12:56:30.000+00:00",96289
"2024-05-09T12:57:00.000+00:00",96296
"2024-05-09T12:57:30.000+00:00",96300
"2024-05-09T12:58:00.000+00:00",96304
"2024-05-09T12:58:30.000+00:00",96308
"2024-05-09T12:59:00.000+00:00",96314
"2024-05-09T12:59:30.000+00:00",96318
"2024-05-09T13:00:00.000+00:00",96323
"2024-05-09T13:00:30.000+00:00",96327
"2024-05-09T13:01:00.000+00:00",96332
"2024-05-09T13:01:30.000+00:00",96338
"2024-05-09T13:02:00.000+00:00",96342
"2024-05-09T13:02:30.000+00:00",96346
"2024-05-09T13:03:00.000+00:00",96350
"2024-05-09T13:03:30.000+00:00",96356
"2024-05-09T13:04:00.000+00:00",96361
"2024-05-09T13:04:30.000+00:00",96365
"2024-05-09T13:05:00.000+00:00",96369
"2024-05-09T13:05:30.000+00:00",96375
"2024-05-09T13:06:00.000+00:00",96379
